SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, FACE VALUE
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10
MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10
MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10
MANAKALUCO,Manaksia Aluminium Company Limited,BE,30-MAR-2015,1
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2
MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2
MANBA,Manba Finance Limited,EQ,30-SEP-2024,10
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2
MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1
MANOMAY,Manomay Tex India Limited,BE,18-JAN-2023,10
MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,2
MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10
MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2
MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5
MARICO,Marico Limited,EQ,01-MAY-1996,1
MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2
MARKOLINES,Markolines Pavement Technologies Limited,EQ,14-OCT-2025,10
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1
MARSHALL,Marshall Machines Limited,BZ,22-NOV-2021,10
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10
MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10
MASTEK,Mastek Limited,EQ,10-MAY-1995,5
MASTERTR,Master Trust Limited,EQ,12-NOV-2024,1
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10
MAXESTATES,Max Estates Limited,EQ,30-OCT-2023,10
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10
MAXIND,Max India Limited,EQ,28-AUG-2020,10
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5
MAZDA,Mazda Limited,EQ,01-NOV-2016,2
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,5
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10
MBEL,M & B Engineering Limited,EQ,06-AUG-2025,10
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10
MCL,Madhav Copper Limited,EQ,19-AUG-2020,5
MCLEODRUSS,Mcleod Russel India Limited,BE,29-JUL-2005,5
MCLOUD,Magellanic Cloud Limited,EQ,07-FEB-2025,2
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10
MEDANTA,Global Health Limited,EQ,16-NOV-2022,2
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10
MEDICO,Medico Remedies Limited,EQ,26-MAY-2022,2
MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2
MEESHO,Meesho Limited,EQ,10-DEC-2025,1
MEGASOFT,Megasoft Limited,BE,19-JUL-2007,10
MEGASTAR,Megastar Foods Limited,BE,16-FEB-2022,10
MEIL,Mangal Electrical Industries Limited,EQ,28-AUG-2025,10
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1
MEP,MEP Infrastructure Developers Limited,BZ,06-MAY-2015,10
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2
MFML,Mahalaxmi Fabric Mills Limited,EQ,27-AUG-2024,10
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,1
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10
MICEL,MIC Electronics Limited,EQ,17-DEC-2021,2
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10
MIDWESTLTD,Midwest Limited,EQ,24-OCT-2025,5
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10
MIRCELECTR,MIRC Electronics Limited,EQ,24-MAY-2004,1
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,1
MKPL,M K Proteins Limited,EQ,13-JUN-2023,1
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10
MMP,MMP Industries Limited,EQ,09-JAN-2020,10
MMTC,MMTC Limited,EQ,09-APR-2012,1
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-DEC-2024,2
MODINATUR,Modi Naturals Limited,EQ,11-DEC-2025,10
MODIRUBBER,Modi Rubber Limited,EQ,07-FEB-1996,10
MODIS,Modis Navnirman Limited,EQ,14-NOV-2025,10
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1
MODTHREAD,Modern Threads (India) Limited,EQ,22-NOV-1995,10
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10
MOIL,MOIL Limited,EQ,15-DEC-2010,10
MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5
MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10
MONEYBOXX,Moneyboxx Finance Limited,EQ,15-OCT-2025,10
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10
MORARJEE,Morarjee Textiles Limited,BZ,14-SEP-2012,7
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2
MOSCHIP,Moschip Technologies Limited,EQ,05-FEB-2025,2
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10
MPSLTD,MPS Limited,EQ,21-JAN-2002,10
MRF,MRF Limited,EQ,18-SEP-1996,10
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10
MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1
MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10
MTEDUCARE,MT Educare Limited,BE,12-APR-2012,10
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10
MUFIN,Mufin Green Finance Limited,EQ,06-NOV-2023,1
MUFTI,Credo Brands Marketing Limited,EQ,27-DEC-2023,2
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10
MUKKA,Mukka Proteins Limited,EQ,07-MAR-2024,1
MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-DEC-2023,10
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10
MWL,Mangalam Worldwide Limited,EQ,18-SEP-2025,10
NACLIND,NACL Industries Limited,EQ,07-APR-2017,1
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,EQ,15-JUN-2016,1
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,BE,18-SEP-2007,5
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10
NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10
NARMADA,Narmada Agrobase Limited,BE,27-OCT-2022,10
NATCAPSUQ,Natural Capsules Limited,EQ,14-FEB-2025,10
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,2
NAVA,NAVA LIMITED,EQ,03-APR-1996,1
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10
NAVKARURB,Navkar Urbanstructure Limited,EQ,17-JAN-2025,1
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2
NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,2
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5
NCC,NCC Limited,EQ,14-OCT-2003,2
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10
NDL,Nandan Denim Limited,EQ,23-MAR-2012,1
NDLVENTURE,NDL Ventures Limited,EQ,24-APR-2007,10
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10
NECLIFE,Nectar Lifesciences Limited,BE,18-JUL-2005,1
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2
NELCO,NELCO Limited,EQ,28-MAY-2003,10
NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10
NESCO,Nesco Limited,EQ,08-APR-2008,2
NESTLEIND,Nestle India Limited,EQ,01-AUG-2023,1
NETWEB,Netweb Technologies India Limited,EQ,27-JUL-2023,2
NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10
NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10
NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10
NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10
NHPC,NHPC Limited,EQ,01-SEP-2009,10
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5
NIBE,NIBE Limited,EQ,07-FEB-2025,10
NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2
NIITMTS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2
NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1
NILASPACES,Nila Spaces Limited,BE,28-DEC-2018,1
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10
NINSYS,NINtec Systems Limited,EQ,21-FEB-2023,10
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5
NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,27-OCT-2016,10
NITCO,Nitco Limited,EQ,21-MAR-2006,10
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10
NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-NOV-2024,10
NKIND,NK Industries Limited,EQ,07-JUL-1995,10
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10
NMDC,NMDC Limited,EQ,03-MAR-2008,1
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,10
NORBTEAEXP,Norben Tea & Exports Limited,BE,26-JUN-1996,10
NORTHARC,Northern Arc Capital Limited,EQ,24-SEP-2024,10
NOVAAGRI,Nova Agritech Limited,EQ,31-JAN-2024,2
NPST,Network People Services Technologies Limited,EQ,30-APR-2025,10
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,10
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10
NSLNISP,NMDC Steel Limited,EQ,20-FEB-2023,10
NTPC,NTPC Limited,EQ,05-NOV-2004,10
NTPCGREEN,NTPC Green Energy Limited,EQ,27-NOV-2024,10
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10
NURECA,Nureca Limited,EQ,25-FEB-2021,10
NUVAMA,Nuvama Wealth Management Limited,EQ,26-SEP-2023,10
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5
OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10
OCCLLTD,OCCL Limited,EQ,29-OCT-2024,2
ODIGMA,Odigma Consultancy Solutions Limited,BE,12-DEC-2024,1
OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5
OIL,Oil India Limited,EQ,30-SEP-2009,10
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-AUG-1995,10
OLAELEC,Ola Electric Mobility Limited,EQ,09-AUG-2024,10
OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4
OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10
OMAXE,Omaxe Limited,EQ,09-AUG-2007,10
OMFREIGHT,Om Freight Forwarders Limited,EQ,08-OCT-2025,10
OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1
OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,10-FEB-2011,10
ONELIFECAP,Onelife Capital Advisors Limited,BE,17-OCT-2011,10
ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,2
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-JAN-2025,1
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5
ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10
ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10
OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10
ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10
ORCHASP,Orchasp Limited,EQ,07-FEB-2025,2
ORCHPHARMA,Orchid Pharma Limited,EQ,02-NOV-2020,10
ORICONENT,Oricon Enterprises Limited,BE,24-JUL-2015,2
ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10
ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10
ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1
ORIENTCER,ORIENT CERATECH LIMITED,EQ,15-DEC-2005,1
ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1
ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1
ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1
ORIENTTECH,Orient Technologies Limited,EQ,28-AUG-2024,10
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,1
ORKLAINDIA,Orkla India Limited,EQ,06-NOV-2025,1
ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10
ORTINGLOBE,ORTIN GLOBAL LIMITED,BE,30-MAR-2021,10
OSIAHYPER,Osia Hyper Retail Limited,EQ,01-DEC-2022,1
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10
OSWALGREEN,Oswal Greentech Limited,EQ,28-AUG-1996,10
OSWALPUMPS,Oswal Pumps Limited,EQ,20-JUN-2025,1
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,28-FEB-2023,2
PACEDIGITK,Pace Digitek Limited,EQ,06-OCT-2025,2
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10
PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,1
PAKKA,PAKKA LIMITED,EQ,11-JUL-2023,10
PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10
PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10
PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1
PANACHE,Panache Digilife Limited,BE,06-JAN-2020,10
PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2
PANSARI,Pansari Developers Limited,BE,18-OCT-2021,10
PAR,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,10
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2
PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10
PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10
PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,5
PARASPETRO,Paras Petrofils Limited,EQ,14-FEB-1996,1
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,1
PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,5
PASHUPATI,Pashupati Cotspin Limited,EQ,17-JUL-2025,10
PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,10
PATANJALI,Patanjali Foods Limited,EQ,24-JAN-2020,2
PATELEG-RE,Patel Engineering Ltd-RE,BE,12-DEC-2025,1
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1
PATELRMART,Patel Retail Limited,EQ,26-AUG-2025,10
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10
PAUSHAKLTD,Paushak Limited,EQ,01-DEC-2025,5
PAVNAIND,Pavna Industries Limited,EQ,01-JUN-2023,1
PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,1
PCBL,PCBL Chemical Limited,EQ,29-MAR-1995,1
PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,1
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1
PDSL,PDS Limited,EQ,21-OCT-2014,2
PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10
PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5
PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,2
PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,5
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10
PFIZER,Pfizer Limited,EQ,28-APR-1999,10
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1
PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,1
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,5
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2
PICCADIL,Piccadily Agro Industries Limited,EQ,02-JUL-2025,10
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,17-MAY-2023,10
PIIND,PI Industries Limited,EQ,15-JUN-2011,1
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1
PINELABS,Pine Labs Limited,EQ,14-NOV-2025,1
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10
PIRAMALFIN,Piramal Finance Limited,EQ,07-NOV-2025,2
PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,5
PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,10
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,19-AUG-2015,10
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5
PLATIND,Platinum Industries Limited,EQ,05-MAR-2024,10
PLAZACABLE,Plaza Wires Limited,EQ,12-OCT-2023,10
PNB,Punjab National Bank,EQ,24-APR-2002,2
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10
PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10
PNC,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10
PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2
PNGJL,P N Gadgil Jewellers Limited,EQ,17-SEP-2024,10
POCL,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,5
PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10
POKARNA,Pokarna Limited,EQ,07-JUL-2016,2
POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,2
POLYCAB,Polycab India Limited,EQ,16-APR-2019,10
POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5
POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,2
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10
POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2
POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10
PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10
PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10
PPLPHARMA,Piramal Pharma Limited,EQ,19-OCT-2022,10
PRABHA,Prabha Energy Limited,EQ,19-MAR-2025,1
PRAENG,Prajay Engineers Syndicate Limited,BE,02-JAN-2007,10
PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2
PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10
PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1
PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,5
PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10
PRECOT,Precot Limited,EQ,19-AUG-2005,10
PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1
PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,2
PREMIER,Premier Limited,BE,03-APR-1996,10
PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,1
PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,1
PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10
PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1
PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5
PRIMO,Primo Chemicals Limited,EQ,22-APR-2025,2
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10
PRITI,Priti International Limited,EQ,02-MAR-2022,10
PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2
PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10
PROSTARM,Prostarm Info Systems Limited,EQ,03-JUN-2025,10
PROTEAN,Protean eGov Technologies Limited,EQ,06-FEB-2025,10
PROZONER,Prozone Realty Limited,BE,12-SEP-2012,2
PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5
PRUDMOULI,Prudential Sugar Corporation Limited,EQ,10-MAY-1995,10
PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10
PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10
PTC,PTC India Limited,EQ,07-APR-2004,10
PTCIL,PTC Industries Limited,EQ,09-JUN-2023,10
PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10
PURVA,Puravankara Limited,EQ,30-AUG-2007,5
PVP,PVP Ventures Limited,BE,03-APR-1996,10
PVRINOX,PVR INOX Limited,EQ,04-JAN-2006,10
PVSL,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2
PWL,Physicswallah Limited,EQ,18-NOV-2025,1
PYRAMID,Pyramid Technoplast Limited,EQ,29-AUG-2023,10
QPOWER,Quality Power Electrical Equipments Limited,EQ,24-FEB-2025,10
QUADFUTURE,Quadrant Future Tek Limited,EQ,14-JAN-2025,10
QUESS,Quess Corp Limited,EQ,12-JUL-2016,10
QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10
QUINTEGRA,Quintegra Solutions Limited,BE,20-DEC-2000,10
RACE,Race Eco Chain Limited,EQ,09-MAY-2023,10
RACLGEAR,RACL Geartech Limited,EQ,27-NOV-2024,10
RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2
RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,2
RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1
RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2
RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2
RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10
RAIN,Rain Industries Limited,EQ,03-MAR-2008,2
RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10
RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1
RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,1
RAJOOENG,Rajoo Engineers Limited,EQ,29-MAY-2025,1
RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2
RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1
RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10
RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,5
RAJVIR,Rajvir Industries Limited,BZ,20-SEP-2005,10
